"","X","id","listing_url","host_id","host_url","host_name","host_since","host_location","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","country_code","country","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","square_feet","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","jurisdiction_names","instant_bookable","is_business_travel_ready","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","place"
"5519",11662,7864628,"https://www.airbnb.com/rooms/7864628",39576860,"https://www.airbnb.com/users/show/39576860","Felix","7/26/2015","BE","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/39576860/profile_pic/1439550626/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/39576860/profile_pic/1439550626/original.jpg?aki_policy=profile_x_medium","",1,1,"['phone']","t","f","Gent, Vlaams Gewest, Belgium",NA,"Brugse Poort - Rooigem",NA,"Ghent","Vlaams Gewest","9000","Gent","Gent, Belgium","BE","Belgium",51.05927,3.69448,"t","House","Entire home/apt",3,1,2,2,"Real Bed",NA,"$87.00 ","$650.00 ","","","",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,0,0,"3/18/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"f","f","flexible","f","f",1,1,0,0,NA,"Ghent"
"5520",11663,7906845,"https://www.airbnb.com/rooms/7906845",7679698,"https://www.airbnb.com/users/show/7679698","Wim","7/23/2013","Ghent, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/1f06a1bf-81ad-4a25-874f-71ffc08eee67.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/1f06a1bf-81ad-4a25-874f-71ffc08eee67.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']","t","t","Gent, Vlaanderen, Belgium",NA,"Brugse Poort - Rooigem",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.06161,3.69804,"f","Townhouse","Entire home/apt",6,1.5,3,5,"Real Bed",NA,"$120.00 ","$625.00 ","$1,550.00 ","","$50.00 ",6,"$50.00 ",3,150,3,3,150,150,3,150,"t",25,47,72,213,"3/18/2020",72,13,"8/23/2015","2/24/2020",92,10,9,10,10,8,9,NA,"t","f","moderate","f","f",2,2,0,0,1.29,"Ghent"
"5521",11664,7906941,"https://www.airbnb.com/rooms/7906941",7679698,"https://www.airbnb.com/users/show/7679698","Wim","7/23/2013","Ghent, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/1f06a1bf-81ad-4a25-874f-71ffc08eee67.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/1f06a1bf-81ad-4a25-874f-71ffc08eee67.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']","t","t","Gent, Vlaanderen, Belgium",NA,"Brugse Poort - Rooigem",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.06162,3.69804,"f","House","Entire home/apt",6,1,3,5,"Real Bed",NA,"$120.00 ","$650.00 ","$1,550.00 ","","$50.00 ",6,"$50.00 ",3,150,2,3,150,150,2.3,150,"t",25,46,71,211,"3/18/2020",103,21,"9/14/2015","11/24/2019",94,10,9,10,10,8,9,NA,"t","f","moderate","f","f",2,2,0,0,1.88,"Ghent"
"5522",11665,7918142,"https://www.airbnb.com/rooms/7918142",12733830,"https://www.airbnb.com/users/show/12733830","Jelle","3/2/2014","Ghent, Flanders, Belgium","within an hour","100%","93%","f","https://a0.muscache.com/im/pictures/user/87ef4d45-c786-4bb9-9b3a-6d3cb2e6b4cb.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/87ef4d45-c786-4bb9-9b3a-6d3cb2e6b4cb.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']","t","f","Gent, Vlaanderen, Belgium",NA,"Brugse Poort - Rooigem",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.05387,3.69125,"f","Apartment","Entire home/apt",2,1.5,1,1,"Real Bed",NA,"$97.00 ","","","","$5.00 ",1,"$0.00 ",1,10,1,1,10,10,1,10,"t",22,35,49,49,"3/18/2020",28,28,"7/28/2019","3/8/2020",96,10,10,10,10,9,10,NA,"f","f","flexible","f","f",1,1,0,0,3.57,"Ghent"
"5523",11666,8066950,"https://www.airbnb.com/rooms/8066950",42607240,"https://www.airbnb.com/users/show/42607240","Karen","8/26/2015","Ghent, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/1c6d4ea2-9cae-4369-ba43-0b0f1c3dd058.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/1c6d4ea2-9cae-4369-ba43-0b0f1c3dd058.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Gent, Vlaanderen, Belgium",NA,"Macharius - Heirnis",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.05271,3.73712,"f","Loft","Entire home/apt",3,1,1,1,"Real Bed",NA,"$75.00 ","","","$750.00 ","$30.00 ",2,"$35.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,5,20,48,"3/18/2020",119,27,"8/16/2016","3/8/2020",97,10,10,10,10,10,9,NA,"t","f","moderate","f","f",1,1,0,0,2.72,"Ghent"
"5524",11667,8067694,"https://www.airbnb.com/rooms/8067694",42611651,"https://www.airbnb.com/users/show/42611651","Katrijn","8/26/2015","Ghent, Flanders, Belgium","N/A","N/A","67%","f","https://a0.muscache.com/im/users/42611651/profile_pic/1440619765/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/42611651/profile_pic/1440619765/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Gent, Vlaanderen, Belgium",NA,"Macharius - Heirnis",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.04507,3.74132,"f","Townhouse","Private room",4,1,2,2,"Real Bed",NA,"$65.00 ","","","$0.00 ","$14.00 ",2,"$20.00 ",1,5,1,1,5,5,1,5,"t",0,0,15,290,"3/18/2020",34,0,"9/21/2015","7/27/2018",96,10,10,10,10,9,10,NA,"f","f","moderate","f","f",1,0,1,0,0.62,"Ghent"
"5525",11668,8073202,"https://www.airbnb.com/rooms/8073202",42647013,"https://www.airbnb.com/users/show/42647013","Anna-Matilde","8/27/2015","Ghent, Flanders, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/42647013/profile_pic/1444165302/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/42647013/profile_pic/1444165302/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews']","t","f","Gent, Vlaanderen, Belgium",NA,"Binnenstad",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.0515,3.72582,"f","Apartment","Entire home/apt",4,2,2,2,"Real Bed",NA,"$125.00 ","","","","",1,"$0.00 ",3,1125,3,3,1125,1125,3,1125,"t",0,0,0,0,"3/18/2020",7,0,"9/7/2015","5/29/2016",100,10,10,10,10,10,10,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,0.13,"Ghent"
"5526",11669,8077970,"https://www.airbnb.com/rooms/8077970",42670243,"https://www.airbnb.com/users/show/42670243","Herlinde","8/27/2015","Ghent, Flanders, Belgium","within a few hours","100%","93%","f","https://a0.muscache.com/im/pictures/user/6d7488f6-b069-4fc9-878c-c0d60ecde795.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/6d7488f6-b069-4fc9-878c-c0d60ecde795.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']","t","f","Gent, Vlaams Gewest, Belgium",NA,"Watersportbaan - Ekkergem",NA,"Ghent","Vlaams Gewest","9000","Gent","Gent, Belgium","BE","Belgium",51.05189,3.70813,"f","Apartment","Private room",5,1,2,3,"Real Bed",NA,"$80.00 ","$255.00 ","$850.00 ","$1,000.00 ","$20.00 ",2,"$40.00 ",2,30,2,2,30,30,2,30,"t",25,55,74,349,"3/18/2020",37,16,"10/24/2015","2/26/2020",96,9,10,10,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",1,0,1,0,0.69,"Ghent"
"5527",11670,8167920,"https://www.airbnb.com/rooms/8167920",2807813,"https://www.airbnb.com/users/show/2807813","Lore","7/2/2012","Gent, Vlaams Gewest, Belgium","N/A","N/A","50%","f","https://a0.muscache.com/im/users/2807813/profile_pic/1341252794/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/2807813/profile_pic/1341252794/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews']","t","f","Gent, Vlaanderen, Belgium",NA,"Macharius - Heirnis",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.04824,3.74436,"f","House","Entire home/apt",5,1,3,3,"Real Bed",NA,"$85.00 ","","","","",2,"$10.00 ",5,1125,5,5,1125,1125,5,1125,"t",0,0,0,0,"3/18/2020",22,1,"9/21/2015","7/26/2019",96,10,9,9,9,9,10,NA,"f","f","moderate","f","f",1,1,0,0,0.4,"Ghent"
"5528",11671,8270431,"https://www.airbnb.com/rooms/8270431",43608821,"https://www.airbnb.com/users/show/43608821","Vincent","9/7/2015","Ghent, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/20547824-da1a-4d05-b3e0-ed2b96348e3d.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/20547824-da1a-4d05-b3e0-ed2b96348e3d.jpg?aki_policy=profile_x_medium","",3,3,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']","t","t","Gent, Vlaanderen, Belgium",NA,"Sluizeken - Tolhuis - Ham",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.06146,3.72745,"t","Apartment","Entire home/apt",2,1.5,1,0,"Real Bed",NA,"$85.00 ","$650.00 ","$1,400.00 ","$0.00 ","$0.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",28,55,80,355,"3/18/2020",86,38,"10/25/2015","1/1/2020",90,9,10,10,9,10,9,NA,"t","f","strict_14_with_grace_period","f","f",3,3,0,0,1.61,"Ghent"
"5529",11674,8338763,"https://www.airbnb.com/rooms/8338763",43955111,"https://www.airbnb.com/users/show/43955111","Stijn En Edith","9/11/2015","Ghent, Flanders, Belgium","N/A","N/A","67%","f","https://a0.muscache.com/im/pictures/user/3c28021b-e830-490f-a2bb-447c4b96aaea.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/3c28021b-e830-490f-a2bb-447c4b96aaea.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Gent, Vlaanderen, Belgium",NA,"Brugse Poort - Rooigem",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.06295,3.70238,"t","House","Private room",2,1,1,1,"Real Bed",NA,"$75.00 ","$400.00 ","$1,200.00 ","","",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,76,"3/18/2020",19,0,"9/21/2015","7/22/2018",98,10,10,10,10,9,10,NA,"f","f","flexible","f","f",2,1,1,0,0.35,"Ghent"
"5530",11675,8347942,"https://www.airbnb.com/rooms/8347942",39837750,"https://www.airbnb.com/users/show/39837750","Sophie","7/28/2015","Ghent, Flanders, Belgium","within an hour","94%","100%","t","https://a0.muscache.com/im/pictures/user/eab425bc-49f5-40f9-b9cd-5674e4525b9d.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/eab425bc-49f5-40f9-b9cd-5674e4525b9d.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id']","t","f","Gent, Vlaanderen, Belgium",NA,"Elisabethbegijnhof - Papegaai",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.05237,3.72016,"t","Loft","Entire home/apt",4,1,1,2,"Real Bed",NA,"$80.00 ","","","$150.00 ","$20.00 ",2,"$25.00 ",2,90,1,3,1125,1125,2,1125,"t",25,41,63,73,"3/18/2020",281,83,"6/6/2016","3/13/2020",98,10,9,10,10,10,10,NA,"t","f","moderate","f","f",1,1,0,0,6.1,"Ghent"
"5531",11676,8366610,"https://www.airbnb.com/rooms/8366610",20327558,"https://www.airbnb.com/users/show/20327558","Dirk","8/20/2014","permanent traveller","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/24193e64-2cea-49d9-bb06-defe6e6e8575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/24193e64-2cea-49d9-bb06-defe6e6e8575.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id', 'work_email']","t","t","Ghent, Belgium",NA,"Binnenstad",NA,"Ghent","","9000","Gent","Ghent, Belgium","BE","Belgium",51.05367,3.72258,"t","Loft","Entire home/apt",6,1,1,1,"Real Bed",NA,"$119.00 ","$650.00 ","","$399.00 ","$50.00 ",2,"$40.00 ",2,30,2,2,30,30,2,30,"t",18,43,68,330,"3/18/2020",153,42,"9/22/2015","3/7/2020",95,10,10,9,10,10,9,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,2.8,"Ghent"
"5532",11677,8480136,"https://www.airbnb.com/rooms/8480136",6552370,"https://www.airbnb.com/users/show/6552370","Heidi","5/24/2013","Ghent, Flanders, Belgium","within an hour","100%","80%","f","https://a0.muscache.com/im/users/6552370/profile_pic/1369391861/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/6552370/profile_pic/1369391861/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Gent, Vlaanderen, Belgium",NA,"Ledeberg",NA,"Ghent","Vlaanderen","9050","Gent","Gent, Belgium","BE","Belgium",51.03867,3.74253,"t","Townhouse","Entire home/apt",5,2,3,3,"Real Bed",NA,"$120.00 ","","","$0.00 ","$0.00 ",5,"$20.00 ",4,1125,4,4,1125,1125,4,1125,"t",0,0,0,8,"3/18/2020",13,4,"3/30/2016","1/2/2020",95,10,9,10,10,9,10,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,0.27,"Ghent"
"5533",11678,8482980,"https://www.airbnb.com/rooms/8482980",24314613,"https://www.airbnb.com/users/show/24314613","Klaas","11/30/2014","Ghent, Flanders, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/43195f30-720e-432b-ad8f-13b7bd2c1ec2.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/43195f30-720e-432b-ad8f-13b7bd2c1ec2.jpg?aki_policy=profile_x_medium","",0,0,"['phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Ghent, Flanders, Belgium",NA,"Sint Amandsberg",NA,"Ghent","Flanders",NA,"Gent","Ghent, Belgium","BE","Belgium",51.06423,3.75269,"f","Townhouse","Entire home/apt",6,1,3,4,"Real Bed",NA,"$150.00 ","","","$500.00 ","$70.00 ",1,"$0.00 ",5,14,5,5,14,14,5,14,"t",0,0,0,32,"3/18/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"f","f","flexible","f","f",1,1,0,0,NA,"Ghent"
"5534",11679,8512243,"https://www.airbnb.com/rooms/8512243",44823655,"https://www.airbnb.com/users/show/44823655","Francis","9/22/2015","Ghent, Flanders, Belgium","within an hour","100%","14%","f","https://a0.muscache.com/im/users/44823655/profile_pic/1442944311/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/44823655/profile_pic/1442944311/original.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews']","t","f","Gent, Oost-Vlaanderen, Belgium",NA,"Elisabethbegijnhof - Papegaai",NA,"Ghent","Oost-Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.0572,3.71549,"t","Apartment","Private room",2,1,1,1,"Real Bed",NA,"$78.00 ","$400.00 ","$1,200.00 ","","",1,"$21.00 ",1,1125,1,2,1125,1125,1.3,1125,"t",11,28,40,285,"3/18/2020",6,0,"1/23/2016","8/14/2017",95,9,9,10,10,10,9,NA,"f","f","moderate","f","f",2,0,2,0,0.12,"Ghent"
"5535",11680,8685709,"https://www.airbnb.com/rooms/8685709",33050887,"https://www.airbnb.com/users/show/33050887","Damien","5/10/2015","Ghent, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/8838ee24-1b1f-4854-92e5-f23244c6b8c2.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8838ee24-1b1f-4854-92e5-f23244c6b8c2.jpg?aki_policy=profile_x_medium","",7,7,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","f","Gent, Vlaanderen, Belgium",NA,"Binnenstad",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.05203,3.72166,"f","Apartment","Entire home/apt",2,1,1,0,"Real Bed",NA,"$75.00 ","","$1,850.00 ","$0.00 ","$15.00 ",1,"$0.00 ",1,1125,1,2,1125,1125,1.3,1125,"t",27,50,80,355,"3/18/2020",244,65,"10/4/2015","3/4/2020",91,9,9,9,9,10,9,NA,"t","f","strict_14_with_grace_period","f","f",5,5,0,0,4.5,"Ghent"
"5536",11681,8734636,"https://www.airbnb.com/rooms/8734636",19441734,"https://www.airbnb.com/users/show/19441734","Liesbeth","8/4/2014","Ghent, Flanders, Belgium","N/A","N/A","0%","f","https://a0.muscache.com/im/users/19441734/profile_pic/1407165965/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/19441734/profile_pic/1407165965/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Gent, Vlaanderen, Belgium",NA,"Oud Gentbrugge",NA,"Ghent","Vlaanderen","9050","Gent","Gent, Belgium","BE","Belgium",51.04105,3.74821,"t","House","Private room",2,1,1,1,"Real Bed",NA,"$29.00 ","","","","",1,"$30.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,76,"3/18/2020",11,0,"2/29/2016","1/2/2019",91,10,10,10,10,9,10,NA,"f","f","moderate","f","f",1,0,1,0,0.22,"Ghent"
"5537",11682,8744894,"https://www.airbnb.com/rooms/8744894",29466391,"https://www.airbnb.com/users/show/29466391","Pello","3/16/2015","Ghent, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/2ef457d0-8fc6-4cb0-9024-d34ccedbc949.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/2ef457d0-8fc6-4cb0-9024-d34ccedbc949.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id']","t","f","Gent, Vlaanderen, Belgium",NA,"Binnenstad",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.05529,3.73244,"t","Apartment","Entire home/apt",6,1,2,3,"Real Bed",NA,"$125.00 ","","","$0.00 ","$60.00 ",1,"$0.00 ",2,1125,1,2,1125,1125,2,1125,"t",14,30,48,133,"3/18/2020",95,24,"7/29/2017","1/3/2020",93,9,9,10,10,10,9,NA,"t","f","moderate","f","f",1,1,0,0,2.96,"Ghent"
"5538",11683,8746710,"https://www.airbnb.com/rooms/8746710",34908543,"https://www.airbnb.com/users/show/34908543","Jonas","6/3/2015","Ghent, Flanders, Belgium","within a day","90%","53%","t","https://a0.muscache.com/im/pictures/user/82d28c68-bc0a-44d9-870a-87edc596a47b.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/82d28c68-bc0a-44d9-870a-87edc596a47b.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews']","t","f","Gent, Vlaanderen, Belgium",NA,"Elisabethbegijnhof - Papegaai",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.05578,3.71422,"f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$120.00 ","","","$0.00 ","$0.00 ",1,"$0.00 ",1,1125,1,2,1125,1125,1.1,1125,"t",17,46,75,350,"3/18/2020",81,17,"10/10/2015","1/1/2020",97,10,10,10,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,1.5,"Ghent"
"5539",11684,8766948,"https://www.airbnb.com/rooms/8766948",10131924,"https://www.airbnb.com/users/show/10131924","Dymphne","11/19/2013","Zele, Flanders, Belgium","within a few hours","100%","92%","f","https://a0.muscache.com/im/users/10131924/profile_pic/1434978344/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/10131924/profile_pic/1434978344/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']","t","t","Gent, Vlaanderen, Belgium",NA,"Binnenstad",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.0507,3.73034,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$90.00 ","","","$0.00 ","$10.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",30,54,84,351,"3/18/2020",52,20,"10/11/2015","2/16/2020",90,9,8,10,9,10,9,NA,"f","f","moderate","f","f",1,1,0,0,0.96,"Ghent"
"5540",11685,8770187,"https://www.airbnb.com/rooms/8770187",5566420,"https://www.airbnb.com/users/show/5566420","Jerome","3/21/2013","Ghent, Flanders, Belgium","within a day","90%","42%","f","https://a0.muscache.com/im/pictures/user/ae59eceb-3069-41b9-84de-d834e7045af0.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/ae59eceb-3069-41b9-84de-d834e7045af0.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'jumio', 'selfie', 'identity_manual', 'work_email']","t","t","Gent, Vlaanderen, Belgium",NA,"Stationsbuurt Noord",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.03674,3.71382,"t","Apartment","Private room",2,1.5,1,1,"Real Bed",NA,"$40.00 ","$250.00 ","","$0.00 ","$0.00 ",1,"$5.00 ",2,30,2,2,30,30,2,30,"t",27,55,85,85,"3/18/2020",85,5,"10/12/2015","2/23/2020",92,10,10,10,10,9,9,NA,"f","f","flexible","f","f",1,0,1,0,1.57,"Ghent"
"5541",11686,8821780,"https://www.airbnb.com/rooms/8821780",46210588,"https://www.airbnb.com/users/show/46210588","Marlies","10/10/2015","Ghent, Flanders, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/6abe503a-5209-4daa-8aba-3f8c0d6260b4.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/6abe503a-5209-4daa-8aba-3f8c0d6260b4.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Gent, Vlaanderen, Belgium",NA,"Dampoort",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.05685,3.74483,"f","House","Entire home/apt",3,1,1,2,"Real Bed",NA,"$40.00 ","$300.00 ","","","$20.00 ",1,"$0.00 ",1,10,1,1,10,10,1,10,"t",0,0,0,0,"3/18/2020",30,0,"12/20/2015","11/5/2017",88,9,9,10,10,8,9,NA,"f","f","moderate","f","f",1,1,0,0,0.58,"Ghent"
"5542",11687,8836731,"https://www.airbnb.com/rooms/8836731",11361327,"https://www.airbnb.com/users/show/11361327","Leen","1/16/2014","Ghent, Flanders, Belgium","a few days or more","0%","0%","f","https://a0.muscache.com/im/users/11361327/profile_pic/1389891271/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/11361327/profile_pic/1389891271/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone']","t","f","Gent, Vlaanderen, Belgium",NA,"Watersportbaan - Ekkergem",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.04933,3.70871,"t","Apartment","Private room",2,1,1,1,"Real Bed",NA,"$150.00 ","","","$200.00 ","$27.00 ",1,"$0.00 ",1,2,1,1,2,2,1,2,"t",30,60,90,90,"3/18/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","flexible","f","f",1,0,1,0,NA,"Ghent"
"5543",11688,8932590,"https://www.airbnb.com/rooms/8932590",7566866,"https://www.airbnb.com/users/show/7566866","Jill","7/18/2013","Gent, Flemish Region, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/0d47bb50-706f-44b6-ba24-32d48fb8e57b.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/0d47bb50-706f-44b6-ba24-32d48fb8e57b.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']","t","t","Gent, Vlaanderen, Belgium",NA,"Elisabethbegijnhof - Papegaai",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.05431,3.71096,"t","House","Private room",2,1,1,1,"Real Bed",NA,"$75.00 ","","","","",2,"$20.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"3/18/2020",13,0,"11/22/2015","6/7/2016",92,9,9,10,10,9,9,NA,"f","f","flexible","f","f",1,0,1,0,0.25,"Ghent"
"5544",11689,8963647,"https://www.airbnb.com/rooms/8963647",14549050,"https://www.airbnb.com/users/show/14549050","Wouter","4/21/2014","Ghent, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/users/14549050/profile_pic/1405763094/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/14549050/profile_pic/1405763094/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']","t","t","Gent, Vlaanderen, Belgium",NA,"Elisabethbegijnhof - Papegaai",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.05376,3.71152,"t","Apartment","Entire home/apt",4,1,2,4,"Real Bed",NA,"$140.00 ","","","$0.00 ","$40.00 ",4,"$30.00 ",2,1125,2,2,1125,1125,2,1125,"t",17,37,52,306,"3/18/2020",73,4,"3/15/2016","3/1/2020",97,10,10,10,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,1.49,"Ghent"
