id,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,property_type,price,security_deposit,review_scores_rating,place,avg.rating,experience_rating,response_rating,acceptance_rating,risk,risk_score,host_rating
956076,5195596,"Martine",2013-02-23,"within an hour","100","100","t","Apartment","45.00","0.00",97,"Brussels",97,1.23634612764633,1,1,0,1,9.73634612764633
957524,5207743,"Carine & Her Sister",2013-02-24,"within an hour","100","95","t","Apartment","62.00","100.00",97,"Brussels",97,1.2351264226424,1,0.95,1.61290322580645,0.967741935483871,9.43835222909401
966899,5275033,"Damien",2013-03-01,"within an hour","100","95","t","House","30.00","91.00",95,"Brussels",95,1.22902789762275,1,0.95,3.03333333333333,0.939333333333333,9.34702789762275
972913,9463457,"Valerio",2013-10-16,"within an hour","100","94","t","Apartment","115.00","450.00",98,"Brussels",98.6666666666667,0.94971545172293,1,0.94,3.91304347826087,0.921739130434783,8.97493284302728
1012995,5572709,"Catherine",2013-03-22,"within an hour","100","95","t","Apartment","52.00","200.00",95,"Brussels",95,1.20341409254023,1,0.95,3.84615384615385,0.923076923076923,9.272644861771
1039139,3823435,"Stefan",2012-10-10,"within an hour","100","100","t","Condominium","68.00","380.00",98,"Brussels",98,1.40222600818072,1,1,5.58823529411765,0.888235294117647,9.56693189053366
1109501,6090313,"Marianne",2013-04-25,"within an hour","100","100","t","Townhouse","25.00","100.00",97,"Brussels",97.5,1.16194412240664,1,1,4,0.92,9.42194412240664
1139899,6251871,"Yves",2013-05-06,"within an hour","100","100","t","Apartment","39.00","",95,"Brussels",97.5,1.14852736736341,1,1,0,1,9.64852736736341
1179465,1638702,"Janete",2012-01-22,"within an hour","100","73","t","Apartment","47.00","1000.00",97,"Brussels",97,1.72178871921021,1,0.73,21.2765957446809,0.574468085106383,7.86519297452936
1192753,5932843,"Hans",2013-04-15,"within an hour","100","99","t","Serviced apartment","135.00","",95,"Brussels",97,1.17414117244593,1,0.99,0,1,9.63414117244593
1202929,6570614,"Tim And Aline",2013-05-25,"within an hour","100","77","t","Townhouse","57.00","",94,"Brussels",95,1.12535297228876,1,0.77,0,1,8.70535297228876
1358751,7374840,"Sabine",2013-07-09,"within an hour","100","97","t","Townhouse","47.00","150.00",94,"Brussels",96.8,1.07046624711194,1,0.97,3.19148936170213,0.936170212765957,9.25897688540981
1360699,5672846,"Josefina",2013-03-29,"within an hour","100","100","t","Guest suite","62.00","100.00",99,"Brussels",99,1.19487615751273,1,1,1.61290322580645,0.967741935483871,9.59810196396434
1663116,8811019,"Renaud",2013-09-13,"within an hour","100","60","t","Apartment","110.00","400.00",98,"Brussels",98,0.989965716852598,1,0.6,3.63636363636364,0.927272727272727,7.67178389867078
1743213,9177218,"Jean-François",2013-10-02,"within an hour","100","91","t","Apartment","50.00","",96,"Brussels",96,0.966791321777941,1,0.91,0,1,9.10679132177794
1790253,3047800,"Jimmy",2012-07-25,"within an hour","100","82","t","Apartment","295.00","500.00",97,"Brussels",97,1.49614329348328,1,0.82,1.69491525423729,0.966101694915254,9.17444837822904
1911703,9918617,"Alexandra",2013-11-10,"within an hour","100","77","t","House","250.00","0.00",94,"Brussels",94,0.919222826624696,1,0.77,0,1,8.4992228266247
1982347,10229012,"Wim",2013-11-24,"within an hour","100","70","t","Apartment","70.00","500.00",99,"Brussels",99,0.902146956569685,1,0.7,7.14285714285714,0.857142857142857,7.77357552799826
2206924,11174748,"Daniel",2014-01-10,"within an hour","100","100","t","Bed and breakfast","75.00","300.00",92,"Brussels",91.6666666666667,0.844820821385006,1,1,4,0.92,9.10482082138501
2606214,13346302,"Francois",2014-03-20,"within an hour","100","91","t","Apartment","70.00","300.00",100,"Brussels",100,0.760661176113881,1,0.91,4.28571428571429,0.914285714285714,8.64351831897102
2688998,13764928,"Brieuc",2014-04-01,"within an hour","100","97","t","Loft","79.00","200.00",96,"Brussels",96,0.746024716066728,1,0.97,2.53164556962025,0.949367088607595,8.97412598188951
2750939,10702361,"Philippe",2013-12-18,"within an hour","100","96","t","Apartment","105.00","1000.00",99,"Brussels",99,0.872874036475381,1,0.96,9.52380952380952,0.80952380952381,8.64144546504681
2930222,409350,"Sébastien & Rita",2011-02-25,"within an hour","100","99","t","Apartment","85.00","0.00",91,"Brussels",94.5,2.12551107551082,1,0.99,0,1,10.5855110755108
3206427,6031166,"Kike",2013-04-21,"within an hour","100","99","t","Loft","59.00","100.00",97,"Brussels",97,1.16682294242235,1,0.99,1.69491525423729,0.966101694915254,9.52512802716812
3270654,16537904,"Joachim",2014-06-08,"within an hour","100","92","t","Condominium","77.00","300.00",94,"Brussels",94,0.663084775799533,1,0.92,3.8961038961039,0.922077922077922,8.6093185420333
3307501,15054213,"Olivier",2014-05-03,"within an hour","100","69","t","Apartment","89.00","0.00",97,"Brussels",94.6666666666667,0.706994155940989,1,0.69,0,1,7.96699415594099
3361803,7046848,"Bruno",2013-06-22,"within an hour","100","100","t","Apartment","79.00","",98,"Brussels",98.5,1.09120123217873,1,1,0,1,9.59120123217873
3460431,4176377,"Valeria",2012-11-17,"within an hour","100","99","t","Apartment","53.00","0.00",97,"Brussels",97,1.3558772180314,1,0.99,0,1,9.8158772180314
3599724,3413483,"Benjamin",2012-08-29,"within an hour","100","100","t","Apartment","50.00","300.00",89,"Brussels",89,1.45345361834575,1,1,6,0.88,9.59345361834575
3611366,18197196,"Sophie",2014-07-16,"within an hour","100","100","t","Bed and breakfast","170.00","0.00",96,"Brussels",96.25,0.616735985650217,1,1,0,1,9.11673598565022
3665392,18584856,"Marie-Hélène",2014-07-21,"within an hour","100","99","t","Apartment","54.00","",94,"Brussels",94,0.61063746063057,1,0.99,0,1,9.07063746063057
3877055,20034265,"Sara",2014-08-14,"within an hour","83","100","t","House","229.00","100.00",92,"Brussels",91.3333333333333,0.581364540536266,0.83,1,0.436681222707424,0.991266375545852,8.80016366717382
3918003,20296941,"Sabine",2014-08-20,"within an hour","100","50","t","Apartment","75.00","0.00",97,"Brussels",97,0.57404631051269,1,0.5,0,1,7.07404631051269
4254050,11450017,"Anne-Françoise",2014-01-19,"within an hour","100","100","t","Apartment","55.00","",98,"Brussels",98,0.833843476349642,1,1,0,1,9.33384347634964
4417424,21736240,"Geoffroy",2014-09-24,"within an hour","100","100","t","Apartment","69.00","0.00",99,"Brussels",99,0.531356635375163,1,1,0,1,9.03135663537516
4429504,22994727,"Sadia",2014-10-26,"within an hour","100","90","t","Apartment","53.00","100.00",93,"Brussels",95,0.492326075249423,1,0.9,1.88679245283019,0.962264150943396,8.47911852807961
4553242,10960489,"Charles",2014-01-02,"within an hour","100","88","t","Apartment","59.00","",93,"Brussels",93,0.854578461416441,1,0.88,0,1,8.87457846141644
4782792,24659375,"Bruno",2014-12-09,"within an hour","100","100","t","Loft","77.00","250.00",96,"Brussels",96,0.438659055076532,1,1,3.24675324675325,0.935064935064935,8.74385386027134
4864946,11661600,"Najois",2014-01-26,"within an hour","100","99","t","Apartment","45.00","400.00",97,"Brussels",97,0.825305541322136,1,0.99,8.88888888888889,0.822222222222222,8.7519722079888
4938305,4890409,"Joe",2013-01-29,"within an hour","100","67","t","Condominium","44.00","350.00",97,"Brussels",97,1.26683875274456,1,0.67,7.95454545454545,0.840909090909091,7.96956602547183
4940419,25424741,"Elham",2014-12-31,"within an hour","100","100","t","Apartment","30.00","",88,"Brussels",89.5,0.411825544990086,1,1,0,1,8.91182554499009
4963651,25573952,"Geneviève",2015-01-04,"within an hour","100","80","t","Townhouse","45.00","0.00",95,"Brussels",95,0.406946724974369,1,0.8,0,1,8.10694672497437
4985457,17408106,"Laura",2014-06-29,"within an hour","80","99","t","Apartment","70.00","200.00",97,"Brussels",97,0.637470970717016,0.8,0.99,2.85714285714286,0.942857142857143,8.62604239928844
5000033,25784147,"David",2015-01-08,"within an hour","100","93","t","Apartment","150.00","0.00",96,"Brussels",96,0.402067904958652,1,0.93,0,1,8.62206790495865
5034013,17493469,"Oana",2014-07-01,"within an hour","100","90","t","Townhouse","38.00","0.00",95,"Brussels",95,0.635031560709157,1,0.9,0,1,8.73503156070916
5091330,770466,"Stephen",2011-07-02,"within an hour","100","97","t","Apartment","40.00","450.00",96,"Brussels",95.6666666666667,1.9706085400118,1,0.97,11.25,0.775,9.6756085400118
5214831,3892466,"Benedicta",2012-10-16,"within an hour","100","72","t","Apartment","55.00","",96,"Brussels",96,1.39490777815714,1,0.72,0,1,8.77490777815714
5243942,27140899,"Mojgan",2015-02-03,"within an hour","100","60","t","House","46.00","",100,"Brussels",100,0.370355574856488,1,0.6,0,1,7.27035557485649
5372726,27836578,"Thierry",2015-02-16,"within an hour","100","100","t","Apartment","150.00","700.00",92,"Brussels",94.75,0.354499409805407,1,1,4.66666666666667,0.906666666666667,8.57449940980541
5644440,29091559,"Johan",2015-03-10,"within an hour","100","100","t","Apartment","45.00","0.00",95,"Brussels",95,0.327665899718961,1,1,0,1,8.82766589971896
5732962,8482348,"Lau",2013-08-28,"within an hour","100","99","t","Apartment","39.00","3850.00",96,"Brussels",96,1.00948099691547,1,0.99,98.7179487179487,0,6.46948099691547
5744710,26740273,"Vince",2015-01-26,"within an hour","100","89","t","Apartment","73.00","150.00",95,"Brussels",94.6666666666667,0.380113214887923,1,0.89,2.05479452054795,0.958904109589041,8.31682554365505
6016246,31228254,"Stéphanie Et Pierre",2015-04-14,"within an hour","100","95","t","Apartment","73.00","",99,"Brussels",99,0.284976224581434,1,0.95,0,1,8.58497622458143
6071010,31513196,"Viviane & Marie",2015-04-19,"within an hour","100","98","t","Apartment","65.00","",100,"Brussels",100,0.278877699561787,1,0.98,0,1,8.69887769956179
6116520,31734069,"Sara",2015-04-22,"within an hour","100","100","t","Apartment","50.00","",80,"Brussels",80,0.275218584549999,1,1,0,1,8.77521858455
6189809,6956971,"Armand",2013-06-17,"within an hour","100","96","t","Loft","100.00","0.00",91,"Brussels",93,1.09729975719838,1,0.96,0,1,9.43729975719838
6222611,15731434,"Samy",2014-05-19,"within an hour","100","83","t","Apartment","55.00","",97,"Brussels",98,0.68747887587812,1,0.83,0,1,8.50747887587812
6222803,28635259,"Isham",2015-03-02,"within an hour","100","96","t","Apartment","40.00","200.00",97,"Brussels",97,0.337423539750396,1,0.96,5,0.9,8.3774235397504
6609586,34585054,"Christine",2015-05-30,"within an hour","100","69","t","House","85.00","0.00",96,"Brussels",96,0.228869794400684,1,0.69,0,1,7.48886979440068
6618409,34636827,"Samuel",2015-05-31,"within an hour","100","100","t","Apartment","65.00","600.00",97,"Brussels",97,0.227650089396754,1,1,9.23076923076923,0.815384615384615,8.1738039355506
6621980,10032505,"Nesrin",2013-11-15,"within an hour","100","99","t","Apartment","73.00","500.00",97,"Brussels",97,0.913124301605049,1,0.99,6.84931506849315,0.863013698630137,8.96216539749546
6751750,1719319,"David",2012-02-08,"within an hour","100","97","t","Apartment","75.00","150.00",94,"Brussels",94,1.70105373414341,1,0.97,2,0.96,9.96105373414341
6794626,20353131,"Francesco",2014-08-21,"within an hour","100","88","t","Apartment","45.00","100.00",97,"Brussels",97,0.572826605508761,1,0.88,2.22222222222222,0.955555555555556,8.45949327217543
6872687,2712544,"Francesca Et Mahamadou",2012-06-22,"within an hour","100","97","t","House","42.00","",96,"Brussels",97.5,1.53639355861295,1,0.97,0,1,9.91639355861295
6888861,10967001,"Camille",2014-01-02,"within an hour","90","86","t","Apartment","45.00","0.00",97,"Brussels",97.5,0.854578461416441,0.9,0.86,0,1,8.64457846141644
6937865,36364269,"Mickael",2015-06-21,"within an hour","100","96","t","Loft","70.00","250.00",98,"Brussels",98,0.202036284314238,1,0.96,3.57142857142857,0.928571428571429,8.32775057002852
7039407,12117920,"Michel",2014-02-10,"within an hour","100","89","t","House","38.00","0.00",98,"Brussels",98,0.807009966263196,1,0.89,0,1,8.8670099662632
7057041,36403347,"Elsa",2015-06-22,"within an hour","100","100","t","Apartment","64.00","0.00",99,"Brussels",99,0.200816579310309,1,1,0,1,8.70081657931031
7079557,1967721,"Céline",2012-03-19,"within an hour","100","100","t","Apartment","60.00","150.00",93,"Brussels",94.5,1.65226553398624,1,1,2.5,0.95,10.0022655339862
7083765,5646550,"Alice",2013-03-27,"within an hour","100","97","t","Apartment","90.00","0.00",96,"Brussels",96.3333333333333,1.19731556752059,1,0.97,0,1,9.57731556752059
7188498,27681121,"Gino",2015-02-13,"within an hour","100","96","t","Guest suite","85.00","250.00",97,"Brussels",97,0.358158524817195,1,0.96,2.94117647058824,0.941176470588235,8.5216879365819
7285931,38151742,"Fabian",2015-07-11,"within an hour","100","93","t","Apartment","65.00","750.00",99,"Brussels",99,0.177642184235651,1,0.93,11.5384615384615,0.769230769230769,7.70533449192796
7356619,38544630,"Vincent",2015-07-15,"within an hour","100","100","t","Apartment","39.00","990.00",97,"Brussels",84.25,0.172763364219934,1,1,25.3846153846154,0.492307692307692,7.14968644114301
7400275,14383833,"Fabian",2014-04-16,"within an hour","100","97","t","Apartment","90.00","400.00",97,"Brussels",97,0.727729141007788,1,0.97,4.44444444444444,0.911111111111111,8.84106247434112
7427308,38905574,"Audrey",2015-07-19,"within an hour","100","90","t","Apartment","95.00","590.00",99,"Brussels",99,0.167884544204216,1,0.9,6.21052631578947,0.875789473684211,7.89525296525685
7427630,38904343,"Eduardo",2015-07-19,"within an hour","100","100","t","Apartment","35.00","",94,"Brussels",94,0.167884544204216,1,1,0,1,8.66788454420422
7479915,18963654,"Michel",2014-07-27,"within an hour","100","100","t","Apartment","71.00","",95,"Brussels",96.7142857142857,0.603319230606994,1,1,0,1,9.10331923060699
7730296,40621105,"Karina",2015-08-05,"within an hour","100","100","t","House","90.00","",98,"Brussels",98,0.147149559137417,1,1,0,1,8.64714955913742
7766275,14188803,"Sven",2014-04-12,"within an hour","100","100","t","Apartment","75.00","0.00",95,"Brussels",95,0.732607961023505,1,1,0,1,9.23260796102351
7803418,41073385,"Shu-June",2015-08-10,"within an hour","100","97","t","Villa","50.00","",100,"Brussels",100,0.141051034117771,1,0.97,0,1,8.52105103411777
7834092,22224936,"Renaud",2014-10-07,"within an hour","100","100","t","Apartment","69.00","350.00",98,"Brussels",98.75,0.515500470324081,1,1,5.07246376811594,0.898550724637681,8.71115264423712
7836643,2620887,"Marc",2012-06-12,"within an hour","100","100","t","Apartment","69.00","",98,"Brussels",98,1.54859060865224,1,1,0,1,10.0485906086522
7866936,41458047,"Baden",2015-08-14,"within an hour","100","77","t","Apartment","35.00","1000.00",99,"Brussels",99,0.136172214102053,1,0.77,28.5714285714286,0.428571428571429,6.00188649981634
7992358,12612283,"Aude",2014-02-26,"within an hour","100","100","t","Apartment","295.00","0.00",97,"Brussels",97,0.787494686200326,1,1,0,1,9.28749468620033
8259421,19741006,"Andrea",2014-08-09,"within an hour","100","94","t","Apartment","57.00","0.00",97,"Brussels",96.5,0.587463065555913,1,0.94,0,1,8.84746306555591
8308092,41297783,"Eva",2015-08-12,"within an hour","100","89","t","Apartment","65.00","500.00",95,"Brussels",97,0.138611624109912,1,0.89,7.69230769230769,0.846153846153846,7.73707316257145
8329857,41656077,"Mashoq",2015-08-16,"within an hour","100","96","t","Apartment","28.00","",97,"Brussels",97,0.133732804094194,1,0.96,0,1,8.47373280409419
8361963,44073719,"Josephine",2015-09-13,"within an hour","100","100","t","Loft","35.00","",93,"Brussels",93,0.0995810639841726,1,1,0,1,8.59958106398417
8385829,3170793,"Charlotte",2012-08-06,"within an hour","100","100","t","Apartment","95.00","200.00",96,"Brussels",96,1.48150683343613,1,1,2.10526315789474,0.957894736842105,9.85519104396244
8398371,5017503,"Caroline",2013-02-08,"within an hour","100","47","t","Apartment","79.00","250.00",99,"Brussels",99,1.25464170270527,1,0.47,3.16455696202532,0.936708860759494,7.44476828498375
8450480,44417721,"Helena",2015-09-17,"within an hour","100","98","t","Apartment","92.00","",96,"Brussels",96,0.0947022439684552,1,0.98,0,1,8.51470224396845
8479568,44659139,"Saskia And Antonio",2015-09-20,"within an hour","100","100","t","Condominium","78.00","90.00",97,"Brussels",97.6,0.0910431289566671,1,1,1.15384615384615,0.976923076923077,8.5218123597259
8512286,44823754,"Zev",2015-09-22,"within an hour","80","100","t","Apartment","49.00","100.00",95,"Brussels",94,0.0886037189488084,0.8,1,2.04081632653061,0.959183673469388,8.16615473935697
8514967,44836868,"Pierre",2015-09-22,"within an hour","100","100","t","House","80.00","200.00",92,"Brussels",92,0.0886037189488084,1,1,2.5,0.95,8.43860371894881
8590507,22906776,"Pin & Fe",2014-10-24,"within an hour","100","98","t","House","28.00","",94,"Brussels",95,0.494765485257282,1,0.98,0,1,8.91476548525728
8701704,4379081,"Corado",2012-12-11,"within an hour","100","92","t","Apartment","60.00","0.00",94,"Brussels",97.3333333333333,1.3266042979371,1,0.92,0,1,9.5066042979371
8737887,45842670,"Julien",2015-10-05,"within an hour","100","71","t","Apartment","79.00","0.00",99,"Brussels",99,0.0727475538977269,1,0.71,0,1,7.41274755389773
9025663,27150435,"Isabelle",2015-02-03,"within an hour","100","74","t","Apartment","30.00","",94,"Brussels",94,0.370355574856488,1,0.74,0,1,7.83035557485649
9251744,48070826,"Helene",2015-11-03,"within an hour","100","88","t","Apartment","55.00","350.00",93,"Brussels",93,0.0373761087837757,1,0.88,6.36363636363636,0.872727272727273,7.67555792696559
9315697,5320364,"Benoit",2013-03-04,"within an hour","100","95","t","Townhouse","70.00","300.00",97,"Brussels",97,1.22536878261096,1,0.95,4.28571428571429,0.914285714285714,9.2682259254681
9335828,48411070,"Erik",2015-11-07,"within an hour","100","100","t","Apartment","69.00","91.00",97,"Brussels",97,0.0324972887680583,1,1,1.31884057971015,0.973623188405797,8.45336685398545
9502460,49247426,"Marielí",2015-11-17,"within an hour","100","100","t","Apartment","50.00","",96,"Brussels",97,0.0203002387287648,1,1,0,1,8.52030023872877
9529316,49363482,"Iris",2015-11-18,"within an hour","100","100","t","House","76.00","0.00",97,"Brussels",97,0.0190805337248355,1,1,0,1,8.51908053372484
9764568,13549470,"Maria",2014-03-26,"within an hour","100","100","t","Bed and breakfast","58.00","",100,"Brussels",100,0.753342946090304,1,1,0,1,9.2533429460903
9830958,50631279,"David",2015-12-06,"within an hour","100","85","t","Loft","90.00","250.00",98,"Brussels",98,-0.00287415634589283,1,0.85,2.77777777777778,0.944444444444444,7.73045917698744
10324205,42889431,"Spencer",2015-08-30,"within an hour","100","99","t","Apartment","23.00","0.00",97,"Brussels",97,0.116656934039184,1,0.99,0,1,8.57665693403918
10356760,53303844,"Antonio",2016-01-04,"within an hour","100","100","t","Apartment","50.00","",100,"Brussels",100,-0.038245601459844,1,1,0,1,8.46175439854016
10540218,2807483,"François",2012-07-02,"within an hour","100","100","t","Apartment","59.00","250.00",100,"Brussels",100,1.52419650857365,1,1,4.23728813559322,0.915254237288136,9.76995922043806
10689195,5830868,"Béatrice",2013-04-08,"within an hour","100","100","t","Apartment","69.00","95.00",98,"Brussels",98,1.18267910747344,1,1,1.3768115942029,0.972463768115942,9.60007041182126
10767033,8621456,"Remi & Chrislain",2013-09-04,"within an hour","100","99","t","Loft","99.00","250.00",96,"Brussels",96,1.00094306188796,1,0.99,2.52525252525253,0.94949494949495,9.30942791037281
10825801,23369766,"Greg",2014-11-05,"within an hour","100","79","t","Apartment","80.00","150.00",99,"Brussels",99,0.48012902521013,1,0.79,1.875,0.9625,8.02762902521013
10990116,19701068,"Marie-Agathe",2014-08-08,"within an hour","100","100","t","Apartment","90.00","200.00",96,"Brussels",96,0.588682770559842,1,1,2.22222222222222,0.955555555555556,8.95534943722651
11032296,54498538,"Bernadette",2016-01-13,"within an hour","100","94","t","House","56.00","0.00",99,"Brussels",99,-0.0492229464952081,1,0.94,0,1,8.21077705350479
11614211,61493919,"Aude",2016-03-04,"within an hour","100","100","t","Apartment","74.00","200.00",96,"Brussels",96,-0.111427901695605,1,1,2.7027027027027,0.945945945945946,8.22640993614223
11685301,62077365,"Daniel",2016-03-08,"within an hour","100","97","t","Condominium","66.00","300.00",97,"Brussels",97,-0.116306721711322,1,0.97,4.54545454545455,0.909090909090909,7.9909660055614
11705431,9470049,"Jules Et Lou",2013-10-16,"within an hour","100","98","t","House","45.00","",96,"Brussels",96.5,0.94971545172293,1,0.98,0,1,9.36971545172293
11875650,63322181,"Sofie",2016-03-17,"within an hour","100","80","t","Townhouse","62.00","",100,"Brussels",100,-0.127284066746687,1,0.8,0,1,7.57271593325331
11883806,63368394,"Katharina",2016-03-17,"within an hour","100","75","t","Apartment","124.00","",99,"Brussels",99,-0.127284066746687,1,0.75,0,1,7.37271593325331
12079987,26614225,"Mathieu",2015-01-24,"within an hour","100","67","t","Apartment","49.00","0.00",98,"Brussels",98,0.382552624895782,1,0.67,0,1,7.56255262489578
12338654,41303784,"Derk",2015-08-12,"within an hour","100","100","t","Apartment","89.00","0.00",97,"Brussels",98.25,0.138611624109912,1,1,0,1,8.63861162410991
12338667,66604967,"Claude",2016-04-10,"within an hour","100","89","t","Apartment","60.00","250.00",98,"Brussels",98,-0.156556986840991,1,0.89,4.16666666666667,0.916666666666667,7.65344301315901
12486369,13154535,"Hélène",2014-03-15,"within an hour","100","99","t","House","54.00","",99,"Brussels",99,0.766759701133527,1,0.99,0,1,9.22675970113353
12615411,34552590,"Mireille",2015-05-30,"within an hour","100","100","t","Apartment","33.00","100.00",96,"Brussels",96,0.228869794400684,1,1,3.03030303030303,0.939393939393939,8.5470516125825
13010112,37315119,"Barbara",2015-07-02,"within an hour","100","84","t","Apartment","22.00","0.00",89,"Brussels",93,0.188619529271015,1,0.84,0,1,8.04861952927101
13011244,43178435,"Ariane",2015-09-02,"within an hour","100","88","t","Apartment","54.00","100.00",99,"Brussels",99,0.112997819027395,1,0.88,1.85185185185185,0.962962962962963,8.02188670791628
13011496,71265209,"Ryoko",2016-05-10,"within an hour","100","100","t","Apartment","98.00","300.00",96,"Brussels",96,-0.193148136958872,1,1,3.06122448979592,0.938775510204082,8.12317839365337
13035334,72061180,"Mary",2016-05-15,"within an hour","100","95","t","Apartment","52.00","100.00",100,"Brussels",100,-0.199246661978518,1,0.95,1.92307692307692,0.961538461538462,7.98536872263687
13119454,72990707,"Evan",2016-05-20,"within an hour","100","100","t","Apartment","125.00","250.00",97,"Brussels",94.5,-0.205345186998165,1,1,2,0.96,8.17465481300184
13312447,38206725,"Julie",2015-07-12,"within an hour","100","100","t","Apartment","65.00","0.00",97,"Brussels",97.5,0.176422479231722,1,1,0,1,8.67642247923172
13360660,75799127,"Saskia",2016-06-04,"within an hour","100","100","t","House","60.00","85.00",97,"Brussels",97,-0.223640762057105,1,1,1.41666666666667,0.971666666666667,8.19135923794289
13433663,10370400,"Daniela",2013-12-01,"within an hour","100","100","t","Apartment","70.00","",97,"Brussels",97.5,0.89360902154218,1,1,0,1,9.39360902154218
13570198,78250325,"Nathalie",2016-06-17,"within an hour","100","100","t","Apartment","55.00","1500.00",95,"Brussels",95,-0.239496927108187,1,1,27.2727272727273,0.454545454545455,6.62413943652818
13850187,67611007,"Rosie",2016-04-17,"within an hour","100","100","t","Apartment","65.00","0.00",84,"Brussels",84,-0.165094921868496,1,1,0,1,8.3349050781315
13860382,81898839,"Julie & Raphaël",2016-07-05,"within an hour","100","98","t","Apartment","125.00","92.00",98,"Brussels",98,-0.261451617178915,1,0.98,0.736,0.98528,8.11438838282108
14005635,4420918,"Mouss",2012-12-16,"within an hour","100","58","t","Apartment","95.00","",83,"Brussels",83,1.32050577291745,1,0.58,0,1,8.14050577291745
14253628,66932151,"Anne",2016-04-12,"within an hour","100","98","t","Townhouse","35.00","0.00",98,"Brussels",96.6666666666667,-0.15899639684885,1,0.98,0,1,8.26100360315115
14306916,87065666,"Tiana",2016-07-31,"within an hour","100","95","t","Apartment","67.00","0.00",97,"Brussels",97,-0.293163947281078,1,0.95,0,1,8.00683605271892
14702627,91438730,"Avtandil",2016-08-23,"within an hour","100","95","t","Apartment","100.00","200.00",95,"Brussels",95,-0.321217162371453,1,0.95,2,0.96,7.85878283762855
14769005,44649450,"Loredana",2015-09-20,"within an hour","100","95","t","Apartment","55.00","0.00",99,"Brussels",99,0.0910431289566671,1,0.95,0,1,8.39104312895667
14889716,4975592,"Hannah",2013-02-05,"within an hour","100","100","t","Loft","110.00","250.00",97,"Brussels",97,1.25830081771706,1,1,2.27272727272727,0.954545454545455,9.62193718135342
14940466,48509237,"Eveline",2015-11-08,"within an hour","100","100","t","Apartment","70.00","200.00",98,"Brussels",98,0.031277583764129,1,1,2.85714285714286,0.942857142857143,8.35984901233556
14985329,94445481,"Chris",2016-09-10,"within an hour","100","90","t","Apartment","35.00","0.00",98,"Brussels",99,-0.343171852442182,1,0.9,0,1,7.75682814755782
14987212,35399411,"Michael",2015-06-09,"within an hour","100","100","t","Apartment","39.00","",97,"Brussels",97,0.21667274436139,1,1,0,1,8.71667274436139
15034505,94952458,"Monique",2016-09-13,"within an hour","100","91","t","Apartment","66.00","500.00",94,"Brussels",94,-0.34683096745397,1,0.91,7.57575757575758,0.848484848484848,7.33862357800058
15051830,95125483,"Christophe",2016-09-14,"within an hour","100","100","t","Apartment","20.00","",94,"Brussels",94,-0.348050672457899,1,1,0,1,8.1519493275421
15191770,45706796,"Dominique",2015-10-04,"within an hour","100","100","t","Apartment","160.00","",99,"Brussels",99,0.0739672589016562,1,1,0,1,8.57396725890166
15269147,6565043,"Laura",2013-05-25,"within an hour","100","97","t","Apartment","85.00","",98,"Brussels",98,1.12535297228876,1,0.97,0,1,9.50535297228876
15333015,97740421,"Flor",2016-10-03,"within an hour","100","100","t","Condominium","45.00","250.00",97,"Brussels",97,-0.371225067532557,1,1,5.55555555555556,0.888888888888889,7.79544159913411
15402250,98444716,"Éléonore",2016-10-06,"within an hour","100","100","t","Townhouse","54.00","",95,"Brussels",95,-0.374884182544345,1,1,0,1,8.12511581745565
15486622,41886419,"Cath Et  Jami",2015-08-19,"within an hour","100","89","t","Apartment","60.00","300.00",97,"Brussels",97,0.130073689082406,1,0.89,5,0.9,7.89007368908241
15497056,99528371,"Valérie",2016-10-13,"within an hour","100","100","t","Apartment","95.00","0.00",96,"Brussels",96,-0.38342211757185,1,1,0,1,8.11657788242815
15531411,99890008,"Philippe",2016-10-16,"within an hour","90","100","t","Condominium","55.00","0.00",97,"Brussels",97,-0.387081232583638,0.9,1,0,1,7.96291876741636
15578835,100363969,"Souhail",2016-10-19,"within an hour","100","100","t","Apartment","44.00","0.00",99,"Brussels",98.5,-0.390740347595426,1,1,0,1,8.10925965240457
16035600,2866861,"Juju",2012-07-08,"within an hour","100","100","t","Apartment","65.00","200.00",98,"Brussels",97.5,1.51687827855008,1,1,3.07692307692308,0.938461538461538,9.83226289393469
16111021,6535114,"Gauth",2013-05-23,"within an hour","100","94","t","Apartment","60.00","200.00",96,"Brussels",96,1.12779238229661,1,0.94,3.33333333333333,0.933333333333333,9.18779238229661
16123421,21886565,"Patricia",2014-09-28,"within an hour","100","100","t","Apartment","70.00","500.00",99,"Brussels",99,0.526477815359445,1,1,7.14285714285714,0.857142857142857,8.59790638678802
16212090,25669916,"Steve",2015-01-06,"within an hour","100","100","t","Apartment","57.00","0.00",98,"Brussels",98,0.40450731496651,1,1,0,1,8.90450731496651
16466831,18128806,"Ilaria",2014-07-15,"within an hour","80","96","t","Apartment","46.00","0.00",96,"Brussels",98,0.617955690654147,0.8,0.96,0,1,8.65795569065415
16762594,42603508,"Benedetta",2015-08-26,"within an hour","100","100","t","Apartment","53.00","0.00",96,"Brussels",98.6666666666667,0.121535754054901,1,1,0,1,8.6215357540549
16867572,11729855,"Ines",2014-01-28,"within an hour","100","95","t","House","61.00","0.00",100,"Brussels",100,0.822866131314277,1,0.95,0,1,9.12286613131428
